"Mun","PC","Scores","Risco","Tipo_Var","Ano","Tipo_Plasm"
110002,"PC1",0.921490727224547,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110011,"PC1",1.67796933884719,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110012,"PC1",-0.219500892163347,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110014,"PC1",1.40394674859314,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110032,"PC1",-1.19224024009546,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110034,"PC1",1.04257149090934,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110060,"PC1",1.95199192910125,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110149,"PC1",-0.553368108829811,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110150,"PC1",0.857373715516198,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
110160,"PC1",1.33845388455301,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
120010,"PC1",-0.0151997528720731,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
120013,"PC1",2.66707833704498,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
120035,"PC1",0.311912329281764,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
120039,"PC1",1.60814466426996,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
120040,"PC1",0.561029920844365,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
120080,"PC1",0.930132256241306,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
130060,"PC1",1.84049649870439,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
130070,"PC1",0.418946506488958,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
130130,"PC1",-1.03047222998471,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
130150,"PC1",1.64935897918106,"Baixo","Socioeconômicas e Demográficas",2011,"Falciparum"
