coduf_2019_g0;ufname_2019_g0;cod7_2019_g0;name_2019_g0;cod6_2019_g0
51;Mato Grosso;5107743;Santa Cruz do Xingu;510774
51;Mato Grosso;5107750;Salto do Céu;510775
51;Mato Grosso;5107768;Santa Rita do Trivelato;510776
51;Mato Grosso;5107776;Santa Terezinha;510777
51;Mato Grosso;5107792;Santo Antônio do Leste;510779
51;Mato Grosso;5107800;Santo Antônio do Leverger;510780
51;Mato Grosso;5107859;São Félix do Araguaia;510785
51;Mato Grosso;5107875;Sapezal;510787
51;Mato Grosso;5107883;Serra Nova Dourada;510788
51;Mato Grosso;5107909;Sinop;510790
51;Mato Grosso;5107925;Sorriso;510792
51;Mato Grosso;5107941;Tabaporã;510794
51;Mato Grosso;5107958;Tangará da Serra;510795
51;Mato Grosso;5108006;Tapurah;510800
51;Mato Grosso;5108055;Terra Nova do Norte;510805
51;Mato Grosso;5108105;Tesouro;510810
51;Mato Grosso;5108204;Torixoréu;510820
51;Mato Grosso;5108303;União do Sul;510830
51;Mato Grosso;5108352;Vale de São Domingos;510835
51;Mato Grosso;5108402;Várzea Grande;510840
51;Mato Grosso;5108501;Vera;510850
51;Mato Grosso;5108600;Vila Rica;510860
51;Mato Grosso;5108808;Nova Guarita;510880
51;Mato Grosso;5108857;Nova Marilândia;510885
51;Mato Grosso;5108907;Nova Maringá;510890
51;Mato Grosso;5108956;Nova Monte Verde;510895
15;Pará;1504752;Mojuí dos Campos;150475
