"MUN_INFE" "year_notif" "municipio" "uf" "count_vivax" "total" "perc_vivax"
130063 2007 "Beruri" "Amazonas" 1480 1666 0.888355342136855
130063 2008 "Beruri" "Amazonas" 513 686 0.747813411078717
130063 2009 "Beruri" "Amazonas" 381 468 0.814102564102564
130063 2010 "Beruri" "Amazonas" 161 185 0.87027027027027
130063 2011 "Beruri" "Amazonas" 223 240 0.929166666666667
130063 2012 "Beruri" "Amazonas" 172 172 1
130063 2013 "Beruri" "Amazonas" 143 143 1
130063 2014 "Beruri" "Amazonas" 67 69 0.971014492753623
130063 2015 "Beruri" "Amazonas" 6 6 1
130063 2016 "Beruri" "Amazonas" 10 10 1
130063 2017 "Beruri" "Amazonas" 82 86 0.953488372093023
130063 2018 "Beruri" "Amazonas" 508 509 0.99803536345776
130063 2019 "Beruri" "Amazonas" 153 154 0.993506493506494
130068 2007 "Boa Vista do Ramos" "Amazonas" 29 33 0.878787878787879
130068 2008 "Boa Vista do Ramos" "Amazonas" 16 18 0.888888888888889
130068 2009 "Boa Vista do Ramos" "Amazonas" 13 14 0.928571428571429
130068 2010 "Boa Vista do Ramos" "Amazonas" 4 5 0.8
130068 2011 "Boa Vista do Ramos" "Amazonas" 3 3 1
130068 2012 "Boa Vista do Ramos" "Amazonas" 2 3 0.666666666666667
130068 2013 "Boa Vista do Ramos" "Amazonas" 1 1 1
130068 2015 "Boa Vista do Ramos" "Amazonas" 3 3 1
130068 2016 "Boa Vista do Ramos" "Amazonas" 4 4 1
130068 2017 "Boa Vista do Ramos" "Amazonas" 1 1 1
130068 2019 "Boa Vista do Ramos" "Amazonas" 1 1 1
130070 2007 "Boca do Acre" "Amazonas" 1110 1445 0.768166089965398
130070 2008 "Boca do Acre" "Amazonas" 515 567 0.908289241622575
130070 2009 "Boca do Acre" "Amazonas" 741 747 0.991967871485944
130070 2010 "Boca do Acre" "Amazonas" 359 361 0.994459833795014
130070 2011 "Boca do Acre" "Amazonas" 243 247 0.983805668016194
130070 2012 "Boca do Acre" "Amazonas" 319 323 0.987616099071207
130070 2013 "Boca do Acre" "Amazonas" 146 248 0.588709677419355
130070 2014 "Boca do Acre" "Amazonas" 184 263 0.699619771863118
130070 2015 "Boca do Acre" "Amazonas" 121 292 0.414383561643836
130070 2016 "Boca do Acre" "Amazonas" 103 133 0.774436090225564
130070 2017 "Boca do Acre" "Amazonas" 126 142 0.887323943661972
130070 2018 "Boca do Acre" "Amazonas" 325 328 0.990853658536585
130070 2019 "Boca do Acre" "Amazonas" 380 406 0.935960591133005
130080 2007 "Borba" "Amazonas" 5526 7182 0.769423558897243
130080 2008 "Borba" "Amazonas" 5552 6038 0.919509771447499
130080 2009 "Borba" "Amazonas" 3720 3791 0.981271432339752
130080 2010 "Borba" "Amazonas" 1803 2014 0.895233366434955
130080 2011 "Borba" "Amazonas" 2955 3028 0.975891677675033
130080 2012 "Borba" "Amazonas" 786 827 0.950423216444982
130080 2013 "Borba" "Amazonas" 174 183 0.950819672131147
130080 2014 "Borba" "Amazonas" 77 78 0.987179487179487
130080 2015 "Borba" "Amazonas" 48 49 0.979591836734694
130080 2016 "Borba" "Amazonas" 61 61 1
130080 2017 "Borba" "Amazonas" 170 172 0.988372093023256
130080 2018 "Borba" "Amazonas" 576 584 0.986301369863014
130080 2019 "Borba" "Amazonas" 491 492 0.997967479674797
130083 2007 "Caapiranga" "Amazonas" 3549 5033 0.705146036161335
130083 2008 "Caapiranga" "Amazonas" 912 1044 0.873563218390805
130083 2009 "Caapiranga" "Amazonas" 115 125 0.92
130083 2010 "Caapiranga" "Amazonas" 65 71 0.915492957746479
130083 2011 "Caapiranga" "Amazonas" 132 132 1
130083 2012 "Caapiranga" "Amazonas" 336 336 1
130083 2013 "Caapiranga" "Amazonas" 155 159 0.974842767295597
130083 2014 "Caapiranga" "Amazonas" 32 32 1
130083 2015 "Caapiranga" "Amazonas" 6 6 1
130083 2016 "Caapiranga" "Amazonas" 4 4 1
130083 2017 "Caapiranga" "Amazonas" 187 188 0.99468085106383
130083 2018 "Caapiranga" "Amazonas" 200 200 1
130083 2019 "Caapiranga" "Amazonas" 295 296 0.996621621621622
130090 2007 "Canutama" "Amazonas" 3272 4229 0.77370536769922
130090 2008 "Canutama" "Amazonas" 1548 1881 0.822966507177033
130090 2009 "Canutama" "Amazonas" 811 931 0.871106337271751
130090 2010 "Canutama" "Amazonas" 850 907 0.93715545755237
130090 2011 "Canutama" "Amazonas" 1078 1207 0.893123446561723
130090 2012 "Canutama" "Amazonas" 942 1027 0.917234664070107
130090 2013 "Canutama" "Amazonas" 652 691 0.94356005788712
130090 2014 "Canutama" "Amazonas" 551 740 0.744594594594595
130090 2015 "Canutama" "Amazonas" 417 529 0.7882797731569
130090 2016 "Canutama" "Amazonas" 456 662 0.688821752265861
130090 2017 "Canutama" "Amazonas" 905 1173 0.77152600170503
130090 2018 "Canutama" "Amazonas" 1364 1664 0.819711538461538
130090 2019 "Canutama" "Amazonas" 1836 2207 0.83189850475759
130100 2007 "Carauari" "Amazonas" 413 762 0.541994750656168
130100 2008 "Carauari" "Amazonas" 607 674 0.900593471810089
130100 2009 "Carauari" "Amazonas" 1253 1255 0.998406374501992
130100 2010 "Carauari" "Amazonas" 521 611 0.852700490998363
130100 2011 "Carauari" "Amazonas" 319 468 0.681623931623932
130100 2012 "Carauari" "Amazonas" 2099 2450 0.856734693877551
130100 2013 "Carauari" "Amazonas" 616 1058 0.582230623818526
130100 2014 "Carauari" "Amazonas" 633 842 0.751781472684085
130100 2015 "Carauari" "Amazonas" 1265 1373 0.921340131099782
130100 2016 "Carauari" "Amazonas" 548 554 0.989169675090253
130100 2017 "Carauari" "Amazonas" 2203 2209 0.997283838841105
130100 2018 "Carauari" "Amazonas" 1964 1990 0.986934673366834
130100 2019 "Carauari" "Amazonas" 2016 2016 1
130110 2007 "Careiro" "Amazonas" 9983 12270 0.81361043194784
130110 2008 "Careiro" "Amazonas" 4798 5907 0.812256644658879
130110 2009 "Careiro" "Amazonas" 1751 2081 0.84142239308025
130110 2010 "Careiro" "Amazonas" 1174 1215 0.966255144032922
130110 2011 "Careiro" "Amazonas" 995 1000 0.995
130110 2012 "Careiro" "Amazonas" 380 486 0.781893004115226
130110 2013 "Careiro" "Amazonas" 439 528 0.831439393939394
130110 2014 "Careiro" "Amazonas" 821 876 0.937214611872146
130110 2015 "Careiro" "Amazonas" 480 483 0.993788819875776
130110 2016 "Careiro" "Amazonas" 339 342 0.991228070175439
130110 2017 "Careiro" "Amazonas" 1143 1153 0.991326973113617
130110 2018 "Careiro" "Amazonas" 376 377 0.997347480106101
130110 2019 "Careiro" "Amazonas" 103 106 0.971698113207547
130115 2007 "Careiro da Várzea" "Amazonas" 990 1198 0.826377295492488
130115 2008 "Careiro da Várzea" "Amazonas" 511 614 0.832247557003257
130115 2009 "Careiro da Várzea" "Amazonas" 265 296 0.89527027027027
130115 2010 "Careiro da Várzea" "Amazonas" 120 134 0.895522388059702
130115 2011 "Careiro da Várzea" "Amazonas" 102 102 1
130115 2012 "Careiro da Várzea" "Amazonas" 207 214 0.967289719626168
130115 2013 "Careiro da Várzea" "Amazonas" 205 206 0.995145631067961
130115 2014 "Careiro da Várzea" "Amazonas" 367 367 1
130115 2015 "Careiro da Várzea" "Amazonas" 383 383 1
130115 2016 "Careiro da Várzea" "Amazonas" 175 175 1
130115 2017 "Careiro da Várzea" "Amazonas" 1212 1216 0.996710526315789
130115 2018 "Careiro da Várzea" "Amazonas" 278 278 1
130115 2019 "Careiro da Várzea" "Amazonas" 45 45 1
130120 2007 "Coari" "Amazonas" 9850 13327 0.73910107300968
130120 2008 "Coari" "Amazonas" 9010 11329 0.795304086856739
130120 2009 "Coari" "Amazonas" 5793 6981 0.829823807477439
130120 2010 "Coari" "Amazonas" 3164 3555 0.890014064697609
130120 2011 "Coari" "Amazonas" 2151 2615 0.822562141491396
130120 2012 "Coari" "Amazonas" 3156 3376 0.934834123222749
130120 2013 "Coari" "Amazonas" 2909 2918 0.996915695681974
130120 2014 "Coari" "Amazonas" 2605 2613 0.996938384998087
130120 2015 "Coari" "Amazonas" 2447 2450 0.998775510204082
130120 2016 "Coari" "Amazonas" 1658 1662 0.997593261131167
130120 2017 "Coari" "Amazonas" 5426 5449 0.99577904202606
130120 2018 "Coari" "Amazonas" 3425 3471 0.986747335061942
130120 2019 "Coari" "Amazonas" 3624 3767 0.962038757632068
130130 2007 "Codajás" "Amazonas" 740 833 0.888355342136855
130130 2008 "Codajás" "Amazonas" 267 285 0.936842105263158
130130 2009 "Codajás" "Amazonas" 88 122 0.721311475409836
130130 2010 "Codajás" "Amazonas" 32 33 0.96969696969697
130130 2011 "Codajás" "Amazonas" 55 59 0.932203389830508
130130 2012 "Codajás" "Amazonas" 342 342 1
130130 2013 "Codajás" "Amazonas" 5 5 1
130130 2014 "Codajás" "Amazonas" 2 3 0.666666666666667
130130 2015 "Codajás" "Amazonas" 2 2 1
130130 2016 "Codajás" "Amazonas" 2 2 1
130130 2017 "Codajás" "Amazonas" 6 6 1
130130 2018 "Codajás" "Amazonas" 12 12 1
130130 2019 "Codajás" "Amazonas" 4 4 1
130140 2007 "Eirunepé" "Amazonas" 604 772 0.782383419689119
130140 2008 "Eirunepé" "Amazonas" 2912 3027 0.962008589362405
130140 2009 "Eirunepé" "Amazonas" 2026 2450 0.826938775510204
130140 2010 "Eirunepé" "Amazonas" 3043 4343 0.700667741192724
130140 2011 "Eirunepé" "Amazonas" 3548 4194 0.845970433953267
130140 2012 "Eirunepé" "Amazonas" 8673 10098 0.858882947118241
130140 2013 "Eirunepé" "Amazonas" 8273 9327 0.886994746435081
130140 2014 "Eirunepé" "Amazonas" 4887 5663 0.862970157160516
130140 2015 "Eirunepé" "Amazonas" 6396 6867 0.931411096548711
130140 2016 "Eirunepé" "Amazonas" 592 605 0.978512396694215
130140 2017 "Eirunepé" "Amazonas" 175 184 0.951086956521739
130140 2018 "Eirunepé" "Amazonas" 151 161 0.937888198757764
130140 2019 "Eirunepé" "Amazonas" 529 549 0.963570127504554
130150 2007 "Envira" "Amazonas" 18 21 0.857142857142857
130150 2008 "Envira" "Amazonas" 21 24 0.875
130150 2009 "Envira" "Amazonas" 22 22 1
130150 2010 "Envira" "Amazonas" 37 60 0.616666666666667
130150 2011 "Envira" "Amazonas" 69 87 0.793103448275862
130150 2012 "Envira" "Amazonas" 218 274 0.795620437956204
130150 2013 "Envira" "Amazonas" 400 446 0.896860986547085
130150 2014 "Envira" "Amazonas" 236 382 0.617801047120419
130150 2015 "Envira" "Amazonas" 403 461 0.874186550976139
130150 2016 "Envira" "Amazonas" 38 67 0.567164179104478
130150 2017 "Envira" "Amazonas" 9 19 0.473684210526316
130150 2018 "Envira" "Amazonas" 88 90 0.977777777777778
130150 2019 "Envira" "Amazonas" 13 17 0.764705882352941
130160 2007 "Fonte Boa" "Amazonas" 167 181 0.922651933701657
130160 2008 "Fonte Boa" "Amazonas" 142 142 1
130160 2009 "Fonte Boa" "Amazonas" 235 236 0.995762711864407
130160 2010 "Fonte Boa" "Amazonas" 46 123 0.373983739837398
130160 2011 "Fonte Boa" "Amazonas" 124 124 1
130160 2012 "Fonte Boa" "Amazonas" 426 426 1
130160 2012 "Fonte Boa" "Pará" 1 1 1
130160 2013 "Fonte Boa" "Amazonas" 135 135 1
130160 2014 "Fonte Boa" "Amazonas" 47 68 0.691176470588235
130160 2015 "Fonte Boa" "Amazonas" 43 44 0.977272727272727
130160 2016 "Fonte Boa" "Amazonas" 96 177 0.542372881355932
130160 2017 "Fonte Boa" "Amazonas" 25 58 0.431034482758621
130160 2018 "Fonte Boa" "Amazonas" 16 29 0.551724137931034
130160 2019 "Fonte Boa" "Amazonas" 39 41 0.951219512195122
130165 2007 "Guajará" "Amazonas" 3606 4690 0.768869936034115
130165 2008 "Guajará" "Amazonas" 3578 4389 0.815219867851447
130165 2009 "Guajará" "Amazonas" 2209 2789 0.792040157762639
130165 2010 "Guajará" "Amazonas" 1270 1472 0.862771739130435
130165 2011 "Guajará" "Amazonas" 1112 1216 0.914473684210526
130165 2012 "Guajará" "Amazonas" 1726 2184 0.79029304029304
130165 2013 "Guajará" "Amazonas" 2219 2917 0.760713061364416
130165 2014 "Guajará" "Amazonas" 1449 2134 0.679006560449859
130165 2015 "Guajará" "Amazonas" 1577 2055 0.767396593673966
130165 2016 "Guajará" "Amazonas" 1829 2268 0.806437389770723
130165 2017 "Guajará" "Amazonas" 3569 4282 0.833489023820645
130165 2018 "Guajará" "Amazonas" 1981 2500 0.7924
130165 2019 "Guajará" "Amazonas" 717 857 0.836639439906651
130170 2007 "Humaitá" "Amazonas" 4509 5499 0.819967266775777
130170 2008 "Humaitá" "Amazonas" 5208 6036 0.862823061630219
130170 2009 "Humaitá" "Amazonas" 1261 1597 0.789605510331872
130170 2010 "Humaitá" "Amazonas" 1392 1458 0.954732510288066
130170 2011 "Humaitá" "Amazonas" 2187 2263 0.966416261599646
130170 2012 "Humaitá" "Amazonas" 732 784 0.933673469387755
130170 2013 "Humaitá" "Amazonas" 1101 1109 0.992786293958521
130170 2014 "Humaitá" "Amazonas" 1719 1859 0.924690693921463
130170 2015 "Humaitá" "Amazonas" 614 716 0.857541899441341
130170 2015 "Humaitá" "Rondônia" 1 1 1
130170 2016 "Humaitá" "Amazonas" 1113 1431 0.777777777777778
130170 2017 "Humaitá" "Amazonas" 1208 1610 0.750310559006211
130170 2018 "Humaitá" "Amazonas" 1148 1264 0.908227848101266
130170 2019 "Humaitá" "Amazonas" 2075 2200 0.943181818181818
130180 2007 "Ipixuna" "Amazonas" 1031 1313 0.785224676313785
130180 2008 "Ipixuna" "Amazonas" 4258 4984 0.854333868378812
130180 2009 "Ipixuna" "Amazonas" 5798 6699 0.865502313778176
130180 2010 "Ipixuna" "Amazonas" 519 712 0.728932584269663
130180 2011 "Ipixuna" "Amazonas" 340 712 0.47752808988764
130180 2012 "Ipixuna" "Amazonas" 3824 4325 0.884161849710983
130180 2013 "Ipixuna" "Amazonas" 6513 7234 0.900331766657451
130180 2014 "Ipixuna" "Amazonas" 2979 3344 0.890849282296651
130180 2015 "Ipixuna" "Amazonas" 8183 8761 0.934025796141993
130180 2016 "Ipixuna" "Amazonas" 1429 1557 0.917790622992935
130180 2017 "Ipixuna" "Amazonas" 1728 1992 0.867469879518072
130180 2018 "Ipixuna" "Amazonas" 1017 1174 0.866269165247019
130180 2019 "Ipixuna" "Amazonas" 1896 1967 0.963904422979156
130185 2007 "Iranduba" "Amazonas" 3851 4340 0.887327188940092
130185 2008 "Iranduba" "Amazonas" 2713 3104 0.874033505154639
130185 2009 "Iranduba" "Amazonas" 1228 1250 0.9824
130185 2010 "Iranduba" "Amazonas" 1195 1211 0.986787778695293
130185 2011 "Iranduba" "Amazonas" 819 826 0.991525423728814
130185 2012 "Iranduba" "Amazonas" 2886 2895 0.996891191709845
130185 2013 "Iranduba" "Amazonas" 2315 2316 0.999568221070812
130185 2014 "Iranduba" "Amazonas" 2388 2393 0.997910572503134
130185 2015 "Iranduba" "Amazonas" 1020 1022 0.998043052837573
130185 2016 "Iranduba" "Amazonas" 432 432 1
130185 2017 "Iranduba" "Amazonas" 1434 1434 1
130185 2018 "Iranduba" "Amazonas" 1725 1725 1
130185 2019 "Iranduba" "Amazonas" 716 724 0.988950276243094
130190 2007 "Itacoatiara" "Amazonas" 5939 6876 0.863728912158232
130190 2008 "Itacoatiara" "Amazonas" 4875 5145 0.947521865889213
130190 2009 "Itacoatiara" "Amazonas" 2892 3150 0.918095238095238
130190 2010 "Itacoatiara" "Amazonas" 1492 1527 0.977079240340537
130190 2011 "Itacoatiara" "Amazonas" 386 389 0.992287917737789
130190 2012 "Itacoatiara" "Amazonas" 311 321 0.968847352024922
130190 2013 "Itacoatiara" "Amazonas" 252 260 0.969230769230769
130190 2014 "Itacoatiara" "Amazonas" 185 186 0.994623655913978
130190 2015 "Itacoatiara" "Amazonas" 62 62 1
130190 2016 "Itacoatiara" "Amazonas" 297 297 1
130190 2017 "Itacoatiara" "Amazonas" 3244 3244 1
130190 2018 "Itacoatiara" "Amazonas" 864 864 1
130190 2019 "Itacoatiara" "Amazonas" 497 497 1
130195 2007 "Itamarati" "Amazonas" 101 253 0.399209486166008
130195 2008 "Itamarati" "Amazonas" 30 38 0.789473684210526
130195 2009 "Itamarati" "Amazonas" 113 120 0.941666666666667
130195 2010 "Itamarati" "Amazonas" 116 117 0.991452991452991
130195 2011 "Itamarati" "Amazonas" 223 225 0.991111111111111
130195 2012 "Itamarati" "Amazonas" 882 924 0.954545454545455
130195 2013 "Itamarati" "Amazonas" 1730 2093 0.826564739608218
130195 2014 "Itamarati" "Amazonas" 1522 1741 0.87421022400919
130195 2015 "Itamarati" "Amazonas" 1849 2044 0.904598825831703
130195 2016 "Itamarati" "Amazonas" 604 638 0.946708463949843
130195 2017 "Itamarati" "Amazonas" 1332 1336 0.997005988023952
130195 2018 "Itamarati" "Amazonas" 572 576 0.993055555555556
130195 2019 "Itamarati" "Amazonas" 631 707 0.892503536067892
130200 2007 "Itapiranga" "Amazonas" 672 844 0.796208530805687
130200 2008 "Itapiranga" "Amazonas" 312 388 0.804123711340206
130200 2009 "Itapiranga" "Amazonas" 165 172 0.959302325581395
130200 2010 "Itapiranga" "Amazonas" 36 37 0.972972972972973
130200 2011 "Itapiranga" "Amazonas" 14 14 1
130200 2012 "Itapiranga" "Amazonas" 8 8 1
130200 2013 "Itapiranga" "Amazonas" 14 14 1
130200 2014 "Itapiranga" "Amazonas" 17 17 1
130200 2015 "Itapiranga" "Amazonas" 18 18 1
130200 2016 "Itapiranga" "Amazonas" 3 3 1
130200 2017 "Itapiranga" "Amazonas" 54 54 1
130200 2018 "Itapiranga" "Amazonas" 328 329 0.996960486322188
130200 2019 "Itapiranga" "Amazonas" 140 140 1
130210 2007 "Japurá" "Amazonas" 452 645 0.70077519379845
130210 2008 "Japurá" "Amazonas" 544 686 0.793002915451895
130210 2009 "Japurá" "Amazonas" 1188 1319 0.90068233510235
130210 2010 "Japurá" "Amazonas" 168 175 0.96
130210 2011 "Japurá" "Amazonas" 45 46 0.978260869565217
130210 2012 "Japurá" "Amazonas" 623 639 0.974960876369327
130210 2013 "Japurá" "Amazonas" 282 362 0.779005524861878
130210 2014 "Japurá" "Amazonas" 135 154 0.876623376623377
130210 2015 "Japurá" "Amazonas" 282 289 0.975778546712803
130210 2016 "Japurá" "Amazonas" 833 891 0.934904601571268
130210 2017 "Japurá" "Amazonas" 868 893 0.972004479283315
130210 2018 "Japurá" "Amazonas" 384 433 0.886836027713626
130210 2019 "Japurá" "Amazonas" 502 654 0.767584097859327
130220 2007 "Juruá" "Amazonas" 832 1368 0.608187134502924
130220 2008 "Juruá" "Amazonas" 617 697 0.885222381635581
130220 2009 "Juruá" "Amazonas" 775 832 0.931490384615385
130220 2010 "Juruá" "Amazonas" 285 377 0.755968169761273
130220 2011 "Juruá" "Amazonas" 260 279 0.931899641577061
130220 2012 "Juruá" "Amazonas" 1155 1157 0.998271391529818
130220 2013 "Juruá" "Amazonas" 635 721 0.880721220527046
130220 2014 "Juruá" "Amazonas" 194 194 1
130220 2015 "Juruá" "Amazonas" 509 547 0.930530164533821
130220 2016 "Juruá" "Amazonas" 46 48 0.958333333333333
130220 2017 "Juruá" "Amazonas" 111 111 1
130220 2018 "Juruá" "Amazonas" 268 314 0.853503184713376
130220 2019 "Juruá" "Amazonas" 51 110 0.463636363636364
130230 2007 "Jutaí" "Amazonas" 2954 4063 0.727048978587251
130230 2008 "Jutaí" "Amazonas" 1292 1645 0.785410334346505
130230 2009 "Jutaí" "Amazonas" 454 638 0.711598746081505
130230 2010 "Jutaí" "Amazonas" 1010 1401 0.720913633119201
130230 2011 "Jutaí" "Amazonas" 782 857 0.912485414235706
130230 2012 "Jutaí" "Amazonas" 860 915 0.939890710382514
130230 2013 "Jutaí" "Amazonas" 1101 1355 0.812546125461255
130230 2014 "Jutaí" "Amazonas" 1312 1637 0.801466096518021
130230 2015 "Jutaí" "Amazonas" 1591 1731 0.919121894858463
130230 2016 "Jutaí" "Amazonas" 591 730 0.80958904109589
130230 2017 "Jutaí" "Amazonas" 1005 1236 0.813106796116505
130230 2018 "Jutaí" "Amazonas" 1299 1691 0.768184506209344
130230 2019 "Jutaí" "Amazonas" 920 1186 0.775716694772344
130240 2007 "Lábrea" "Amazonas" 4427 5489 0.80652213517945
130240 2008 "Lábrea" "Amazonas" 2805 3234 0.86734693877551
130240 2009 "Lábrea" "Amazonas" 3033 3440 0.881686046511628
130240 2010 "Lábrea" "Amazonas" 2216 2314 0.957649092480553
130240 2011 "Lábrea" "Amazonas" 2226 2314 0.961970613656007
130240 2012 "Lábrea" "Amazonas" 3791 4376 0.866316270566728
130240 2013 "Lábrea" "Amazonas" 4301 5141 0.836607663878623
130240 2014 "Lábrea" "Amazonas" 6832 8544 0.799625468164794
130240 2015 "Lábrea" "Amazonas" 5473 6166 0.887609471294194
130240 2016 "Lábrea" "Amazonas" 1926 1996 0.964929859719439
130240 2017 "Lábrea" "Amazonas" 3087 3113 0.991647928043688
130240 2018 "Lábrea" "Amazonas" 3542 3560 0.994943820224719
130240 2019 "Lábrea" "Amazonas" 3993 4100 0.97390243902439
130250 2007 "Manacapuru" "Amazonas" 7841 9144 0.857502187226597
130250 2008 "Manacapuru" "Amazonas" 4388 4890 0.897341513292434
130250 2009 "Manacapuru" "Amazonas" 1604 1701 0.942974720752499
130250 2010 "Manacapuru" "Amazonas" 1196 1268 0.943217665615142
130250 2011 "Manacapuru" "Amazonas" 239 241 0.991701244813278
130250 2012 "Manacapuru" "Amazonas" 417 418 0.997607655502392
130250 2013 "Manacapuru" "Amazonas" 215 219 0.981735159817352
130250 2014 "Manacapuru" "Amazonas" 158 158 1
130250 2015 "Manacapuru" "Amazonas" 441 441 1
130250 2016 "Manacapuru" "Amazonas" 315 315 1
130250 2017 "Manacapuru" "Amazonas" 952 952 1
130250 2018 "Manacapuru" "Amazonas" 1357 1357 1
130250 2019 "Manacapuru" "Amazonas" 661 662 0.998489425981873
130255 2007 "Manaquiri" "Amazonas" 732 905 0.808839779005525
130255 2008 "Manaquiri" "Amazonas" 294 338 0.869822485207101
130255 2009 "Manaquiri" "Amazonas" 84 115 0.730434782608696
130255 2010 "Manaquiri" "Amazonas" 131 132 0.992424242424242
130255 2011 "Manaquiri" "Amazonas" 125 128 0.9765625
130255 2012 "Manaquiri" "Amazonas" 148 149 0.993288590604027
130255 2013 "Manaquiri" "Amazonas" 241 242 0.995867768595041
130255 2014 "Manaquiri" "Amazonas" 45 46 0.978260869565217
130255 2015 "Manaquiri" "Amazonas" 12 12 1
130255 2016 "Manaquiri" "Amazonas" 5 5 1
130255 2017 "Manaquiri" "Amazonas" 20 20 1
130255 2018 "Manaquiri" "Amazonas" 60 60 1
130255 2019 "Manaquiri" "Amazonas" 23 23 1
130260 2007 "Manaus" "Amazonas" 43089 48536 0.887774023405307
130260 2008 "Manaus" "Amazonas" 20094 23199 0.866158024052761
130260 2009 "Manaus" "Amazonas" 17851 19111 0.934069384124326
130260 2010 "Manaus" "Amapá" 1 1 1
130260 2010 "Manaus" "Amazonas" 17646 18355 0.961372922909289
130260 2011 "Manaus" "Amazonas" 16670 16862 0.98861345036176
130260 2012 "Manaus" "Amazonas" 10754 11142 0.965176808472447
130260 2013 "Manaus" "Amazonas" 6092 6307 0.96591089265895
130260 2014 "Manaus" "Amazonas" 6469 6628 0.976010863005431
130260 2015 "Manaus" "Amazonas" 10468 10500 0.996952380952381
130260 2016 "Manaus" "Amazonas" 10746 10751 0.999534926983536
130260 2017 "Manaus" "Amazonas" 12809 12846 0.997119725984742
130260 2018 "Manaus" "Amazonas" 10026 10027 0.999900269272963
130260 2019 "Manaus" "Amazonas" 7906 7915 0.99886291850916
130270 2007 "Manicoré" "Amazonas" 9122 10648 0.856686701728024
130270 2008 "Manicoré" "Amazonas" 5675 6552 0.866147741147741
130270 2009 "Manicoré" "Amazonas" 2339 2698 0.866938472942921
130270 2010 "Manicoré" "Amazonas" 2522 2580 0.977519379844961
130270 2011 "Manicoré" "Amazonas" 1739 1781 0.9764177428411
130270 2012 "Manicoré" "Amazonas" 520 588 0.884353741496599
130270 2013 "Manicoré" "Amazonas" 389 399 0.974937343358396
130270 2014 "Manicoré" "Amazonas" 643 653 0.98468606431853
130270 2015 "Manicoré" "Amazonas" 324 330 0.981818181818182
130270 2016 "Manicoré" "Amazonas" 365 429 0.850815850815851
130270 2017 "Manicoré" "Amazonas" 621 656 0.946646341463415
130270 2018 "Manicoré" "Amazonas" 1082 1095 0.988127853881279
130270 2019 "Manicoré" "Amazonas" 1894 1924 0.984407484407484
130280 2007 "MaraaÞ" "Amazonas" 934 1135 0.822907488986784
130280 2008 "MaraaÞ" "Amazonas" 1340 1515 0.884488448844885
130280 2009 "MaraaÞ" "Amazonas" 501 571 0.877408056042032
130280 2010 "MaraaÞ" "Amazonas" 88 109 0.807339449541284
130280 2011 "MaraaÞ" "Amazonas" 40 59 0.677966101694915
130280 2012 "MaraaÞ" "Amazonas" 361 417 0.865707434052758
130280 2013 "MaraaÞ" "Amazonas" 785 891 0.881032547699214
130280 2014 "MaraaÞ" "Amazonas" 347 479 0.724425887265136
130280 2015 "MaraaÞ" "Amazonas" 1145 1217 0.940838126540674
130280 2016 "MaraaÞ" "Amazonas" 489 491 0.995926680244399
130280 2017 "MaraaÞ" "Amazonas" 954 967 0.986556359875905
130280 2018 "MaraaÞ" "Amazonas" 601 619 0.97092084006462
130280 2019 "MaraaÞ" "Amazonas" 765 897 0.852842809364548
130290 2007 "Maués" "Amazonas" 417 639 0.652582159624413
130290 2008 "Maués" "Amazonas" 351 596 0.588926174496644
130290 2009 "Maués" "Amazonas" 321 601 0.534109816971714
130290 2010 "Maués" "Amazonas" 858 1181 0.726502963590178
130290 2011 "Maués" "Amazonas" 259 399 0.649122807017544
130290 2012 "Maués" "Amazonas" 335 603 0.555555555555556
130290 2013 "Maués" "Amazonas" 226 259 0.872586872586873
130290 2014 "Maués" "Amazonas" 1849 1905 0.970603674540682
130290 2015 "Maués" "Amazonas" 1117 1204 0.927740863787375
130290 2016 "Maués" "Amazonas" 392 499 0.785571142284569
130290 2017 "Maués" "Amazonas" 793 1278 0.620500782472613
130290 2018 "Maués" "Amazonas" 894 1119 0.798927613941019
130290 2019 "Maués" "Amazonas" 1051 1196 0.87876254180602
130300 2007 "Nhamundá" "Amazonas" 358 416 0.860576923076923
130300 2008 "Nhamundá" "Amazonas" 572 809 0.707045735475896
130300 2009 "Nhamundá" "Amazonas" 342 613 0.557911908646003
130300 2010 "Nhamundá" "Amazonas" 70 83 0.843373493975904
130300 2011 "Nhamundá" "Amazonas" 18 19 0.947368421052632
130300 2012 "Nhamundá" "Amazonas" 2 2 1
130300 2015 "Nhamundá" "Amazonas" 1 1 1
130300 2016 "Nhamundá" "Amazonas" 1 1 1
130300 2017 "Nhamundá" "Amazonas" 6 7 0.857142857142857
130300 2018 "Nhamundá" "Amazonas" 180 180 1
130300 2019 "Nhamundá" "Amazonas" 56 56 1
130310 2007 "Nova Olinda do Norte" "Amazonas" 122 127 0.960629921259842
130310 2008 "Nova Olinda do Norte" "Amazonas" 39 142 0.274647887323944
130310 2009 "Nova Olinda do Norte" "Amazonas" 220 911 0.241492864983535
130310 2010 "Nova Olinda do Norte" "Amazonas" 36 48 0.75
130310 2011 "Nova Olinda do Norte" "Amazonas" 35 36 0.972222222222222
130310 2012 "Nova Olinda do Norte" "Amazonas" 10 14 0.714285714285714
130310 2013 "Nova Olinda do Norte" "Amazonas" 1 1 1
130310 2014 "Nova Olinda do Norte" "Amazonas" 43 43 1
